,# YTID,start_seconds,end_seconds,positive_labels,label_names
244,-VZZ_IzaG7A,350.0,360.0,"""/m/07phxs1""",Ding
245,-VclCul6FrI,80.0,90.0,"""/m/013y1f,/m/04rlf,/m/04szw,/m/05148p4,/m/05r5c,/m/0b9m1,/t/dd00125""","Organ | Music | Musical instrument | Keyboard (musical) | Piano | Harmonic | Inside, small room"
246,-VygdbfiRes,30.0,40.0,"""/m/07swgks,/m/09x0r""",Gurgling | Speech
247,-W5c6CeUMPE,40.0,50.0,"""/m/01swy6,/m/04rlf,/m/0l14j_,/m/0mkg""",Yodeling | Music | Flute | Accordion
248,-WFsDr9xBVo,30.0,40.0,"""/m/025wky1,/m/09x0r""",Air conditioning | Speech
249,-WH_8Hk1fnM,110.0,120.0,"""/m/04rlf,/m/07brj""",Music | Tambourine
250,-WX7nQcZPVQ,30.0,40.0,"""/m/04rlf,/m/04szw,/m/07brj""",Music | Musical instrument | Tambourine
251,-WmL01c-4ZE,20.0,30.0,"""/m/07rjzl8,/m/09x0r,/t/dd00128""","Slam | Speech | Outside, urban or manmade"
252,-Wu-WkTumEM,30.0,40.0,"""/m/04rlf,/t/dd00004,/t/dd00005""",Music | Female singing | Child singing
253,-X14yAhC-SE,30.0,40.0,"""/m/07qs1cx""",Crack
254,-X5Ay0Wuew0,20.0,30.0,"""/m/0dl83""",Arrow
255,-X5M6FevXWU,30.0,40.0,"""/m/03lty,/m/04rlf,/m/0dl5d""",Heavy metal | Music | Progressive rock
256,-XAxN0GUsLs,270.0,280.0,"""/m/03vt0,/m/09f96,/m/0h2mp""","Insect | Mosquito | Fly, housefly"
257,-XN0NtrnfMY,30.0,40.0,"""/m/04rlf,/t/dd00035""",Music | Exciting music
258,-XOINU-l1_o,90.0,100.0,"""/m/04rlf,/t/dd00035""",Music | Exciting music
259,-XVgCqsHi3g,30.0,40.0,"""/m/02mk9,/m/04229,/m/07pb8fc,/m/07yv9,/t/dd00067""",Engine | Jet engine | Idling | Vehicle | Heavy engine (low frequency)
260,-XkbErI_7EU,50.0,60.0,"""/m/01kcd,/m/0319l""",Brass instrument | French horn
261,-XxJ50brqGw,30.0,40.0,"""/m/09x0r,/t/dd00018""",Speech | Oink
262,-Y1qiiugnk8,30.0,40.0,"""/m/012n7d,/m/03j1ly,/m/03kmc9""",Ambulance (siren) | Emergency vehicle | Siren
263,-Y3kEZ8li-A,30.0,40.0,"""/m/07rbp7_""",Whip
264,-YATTKBtmRA,190.0,200.0,"""/m/01s0ps,/m/05148p4,/m/05r5c""",Electric piano | Keyboard (musical) | Piano
265,-YGmAv-5bYk,30.0,40.0,"""/m/01sm1g,/m/0l14md""",Wood block | Percussion
266,-YX2e66b5HA,10.0,20.0,"""/m/04rlf,/m/04wptg""",Music | Wedding music
267,-YZRsLrmqEA,0.0,10.0,"""/m/07pzfmf""",Crackle
268,-Ypg2o4TqXM,30.0,40.0,"""/m/07r4wb8""",Knock
269,-YxGyNHMasQ,240.0,250.0,"""/m/0130jx,/m/02jz0l,/m/0838f""","Sink (filling or washing) | Water tap, faucet | Water"
270,-ZHpNr_KRXU,30.0,40.0,"""/m/02w4v,/m/04rlf""",Folk music | Music
271,-Ze_xQhxKRo,30.0,40.0,"""/m/0j2kx""",Waterfall
272,-ZjxFZOaY50,30.0,40.0,"""/m/025rv6n,/m/07qwf61,/m/0dbvp""",Fowl | Honk | Goose
273,-_6RxZyi30Q,70.0,80.0,"""/m/015lz1,/m/04rlf,/m/0g293,/t/dd00126""","Singing | Music | Music of Latin America | Inside, large room or hall"
274,-_Hpy806bks,180.0,190.0,"""/m/023pjk,/m/04brg2""","Cutlery, silverware | Dishes, pots, and pans"
275,-_OzT7Xyvok,30.0,40.0,"""/m/0155w,/m/0326g,/m/04rlf,/m/05rwpb,/m/06j6l""",Blues | Flamenco | Music | Independent music | Rhythm and blues
276,-_dElQcyJnA,30.0,40.0,"""/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq""",Ambulance (siren) | Emergency vehicle | Siren | Police car (siren)
277,-a6J2OMtfZc,30.0,40.0,"""/m/015lz1,/m/04rlf,/m/0ln16,/m/0xzly""",Singing | Music | Salsa music | Maraca
278,-aC8TJIZrtE,20.0,30.0,"""/m/015p6,/m/020bb7,/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t""","Bird | Bird vocalization, bird call, bird song | Fowl | Crowing, cock-a-doodle-doo | Cluck | Chicken, rooster"
279,-b1l5v-fpNs,30.0,40.0,"""/m/07pqn27,/m/09x0r""",Bouncing | Speech
280,-b6pKB99TKg,0.0,10.0,"""/m/07qyrcz,/m/09x0r""",Plop | Speech
281,-b_10b-orX4,50.0,60.0,"""/m/02_41""",Fire
282,-blH_CYo09w,30.0,40.0,"""/m/04rlf,/m/07pbtc8""","Music | Walk, footsteps"
283,-buXkpFmCWY,210.0,220.0,"""/m/0mbct""",Gong
284,-bxDQSLTdEs,30.0,40.0,"""/m/07qwyj0""",Rustle
285,-cLzki-B06o,30.0,40.0,"""/m/04rlf,/m/0gywn""",Music | Soul music
286,-cQ-jUTEgck,30.0,40.0,"""/m/02p0sh1,/m/04rlf""",Traditional music | Music
287,-cQV8iXK3pQ,0.0,10.0,"""/m/032s66,/m/0_1c""","Gunshot, gunfire | Artillery fire"
288,-cUFMQCB2dA,270.0,280.0,"""/m/0239kh""",Cowbell
289,-cVFtuOI5uo,23.0,33.0,"""/m/04rlf,/m/07p6mqd,/m/09x0r""",Music | Slosh | Speech
290,-cWrzrfVdMQ,250.0,260.0,"""/m/032s66,/m/073cg4""","Gunshot, gunfire | Cap gun"
291,-d6ytV5GfH4,30.0,40.0,"""/m/07yv9,/m/09ct_""",Vehicle | Helicopter
292,-d7CDTWso5c,120.0,130.0,"""/m/027m70_""",Jingle bell
293,-dEOa2GkXHw,30.0,40.0,"""/m/09x0r,/m/0chx_""",Speech | White noise
294,-dUX-8UM_jo,30.0,40.0,"""/m/01z7dr,/m/04rlf,/m/0l14gg""",Video game music | Music | Soundtrack music
295,-dYTGqyVFNM,260.0,270.0,"""/m/07plct2""",Crushing
296,-dfDSA5oB60,220.0,230.0,"""/m/015jpf,/m/0c1dj""",Dial tone | Sound effect
297,-e2cBx-fZ7g,270.0,280.0,"""/m/02mscn,/m/04rlf""",Christian music | Music
298,-eEhWLICanU,160.0,170.0,"""/m/04rlf,/m/09x0r,/m/0b_fwt""",Music | Speech | Electronic tuner
299,-efgThyiXWI,25.0,35.0,"""/m/01yrx,/m/04rlf,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk""","Cat | Music | Domestic animals, pets | Caterwaul | Speech | Animal"
300,-ehX__RTqF8,30.0,40.0,"""/m/04rlf,/m/06h7j""",Music | Run
301,-elf_5HUVuc,30.0,40.0,"""/m/04rlf,/m/05rwpb,/m/064t9,/m/06j6l""",Music | Independent music | Pop music | Rhythm and blues
302,-f6exYXS1Gk,110.0,120.0,"""/m/07qjznt""",Tick
303,-fEwlyG05Co,290.0,300.0,"""/m/025wky1,/m/09x0r""",Air conditioning | Speech
304,-fIQkUYrSz4,0.0,10.0,"""/m/07pxg6y""",Eruption
305,-fJlX1mKiv0,30.0,40.0,"""/m/04rlf,/m/07qn4z3""",Music | Rattle
306,-fOCJllN4iE,0.0,10.0,"""/m/07ryjzk""","Slap, smack"
307,-fURq3jhY1Y,0.0,10.0,"""/m/0dl9sf8""",Throat clearing
308,-fhW5GMgcI4,12.0,22.0,"""/m/07sx8x_""",Squawk
309,-fnhkx-XXeI,340.0,350.0,"""/m/068zj,/m/09x0r,/m/0ch8v,/m/0jbk""","Pig | Speech | Livestock, farm animals, working animals | Animal"
310,-fwDsIyHHb8,140.0,150.0,"""/m/02g901,/m/02jz0l,/m/09x0r""","Electric shaver, electric razor | Water tap, faucet | Speech"
311,-fwZGpmJNhw,40.0,50.0,"""/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/06q74,/t/dd00092""","Boat, Water vehicle | Waves, surf | Wind | Ocean | Ship | Wind noise (microphone)"
312,-fxh7jAJR8U,70.0,80.0,"""/m/028sqc,/m/04rlf""",Music of Asia | Music
313,-g-xW4azY7Q,30.0,40.0,"""/m/04rlf,/m/06j64v,/m/0l14gg""",Music | Middle Eastern music | Soundtrack music
314,-g50tCLEsVM,40.0,50.0,"""/m/078jl,/m/07rjwbb""",Snake | Hiss
315,-g6_Qzkrmug,30.0,40.0,"""/m/07pxg6y,/m/07yv9,/m/09x0r""",Eruption | Vehicle | Speech
316,-gKNRXbpAKs,30.0,40.0,"""/m/012n7d,/m/03j1ly,/m/03kmc9,/m/0dgbq""",Ambulance (siren) | Emergency vehicle | Siren | Civil defense siren
317,-gQg8z0ylFU,20.0,30.0,"""/m/078jl,/m/07rjwbb""",Snake | Hiss
318,-gStrDahsjU,20.0,30.0,"""/m/03wwcy,/m/04rlf,/m/09x0r,/t/dd00126""","Doorbell | Music | Speech | Inside, large room or hall"
319,-gSxU1ceCLY,30.0,40.0,"""/m/01s0vc,/m/09x0r""",Zipper (clothing) | Speech
320,-gWZyuEchB8,30.0,40.0,"""/m/024dl""",Cash register
321,-gcEf-olt7A,30.0,40.0,"""/m/04rlf,/m/07qv4k0""",Music | Scrape
322,-gfBxHm8lhg,90.0,100.0,"""/m/0838f,/m/09x0r,/t/dd00065""",Water | Speech | Light engine (high frequency)
323,-gie2dhqP2c,440.0,450.0,"""/m/01d3sd,/m/09x0r,/m/0lyf6""",Snoring | Speech | Breathing
324,-giyfFI9pko,90.0,100.0,"""/m/0164x2""",Music of Africa
325,-gkrE5zQ8EY,150.0,160.0,"""/m/07phxs1,/m/07rv4dm""",Ding | Clang
326,-gxkMOB4q2g,60.0,70.0,"""/m/04rlf,/m/06j6l,/m/07p78v5""",Music | Rhythm and blues | Zing
327,-hDuDDv0lbQ,30.0,40.0,"""/m/04rlf,/m/068hy,/m/07qf0zm,/m/07r_k2n,/m/0bt9lr,/m/0jbk""","Music | Domestic animals, pets | Howl | Yip | Dog | Animal"
328,-hKi6_xqPPI,40.0,50.0,"""/m/04rlf,/t/dd00006""",Music | Synthetic singing
329,-hMwszM13PI,130.0,140.0,"""/m/07qcx4z,/m/09x0r,/t/dd00125""","Tearing | Speech | Inside, small room"
330,-hsT6SyyhsM,18.0,28.0,"""/m/01v_m0,/m/0hdsk""",Sine wave | Chirp tone
331,-i-9C48tduw,500.0,510.0,"""/m/06mb1,/m/07r10fb,/m/0jb2l,/m/0ngt1""",Rain | Raindrop | Thunderstorm | Thunder
332,-iEvwLCjYXE,50.0,60.0,"""/m/025wky1,/m/09x0r,/t/dd00125""","Air conditioning | Speech | Inside, small room"
333,-ihTfc5Kx8s,17.0,27.0,"""/m/07ptzwd""",Pump (liquid)
334,-iuUYyMOrjU,30.0,40.0,"""/m/04rlf,/m/07pws3f""",Music | Bang
335,-j3aoa1bEyA,9.0,19.0,"""/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk""","Cat | Domestic animals, pets | Caterwaul | Animal"
336,-jBWkHhQNew,30.0,40.0,"""/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066,/t/dd00130""","Engine | Idling | Accelerating, revving, vroom | Vehicle | Car | Medium engine (mid frequency) | Engine starting"
337,-jMyzNbR7WM,10.0,20.0,"""/t/dd00134""",Car passing by
338,-jNIaWOWUFI,30.0,40.0,"""/m/07qjznt,/m/09x0r""",Tick | Speech
339,-jpbCWcz2pk,30.0,40.0,"""/m/04rlf,/m/0l14gg,/t/dd00031""",Music | Soundtrack music | Happy music
340,-juN6TgEkb0,30.0,40.0,"""/m/04rlf,/m/07pkxdp""",Music | Lullaby
341,-k009MXpfdo,10.0,20.0,"""/m/04fgwm""",Electric toothbrush
342,-k0CHx34n0Q,30.0,40.0,"""/m/07pc8lb""",Breaking
343,-kBZeTTEOGc,90.0,100.0,"""/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv""","Bird | Bird vocalization, bird call, bird song | Coo | Pigeon, dove"
344,-kRxowDMwdQ,80.0,90.0,"""/m/01h82_,/m/02mk9,/m/04_sv,/m/07yv9""",Engine knocking | Engine | Motorcycle | Vehicle
345,-kkTpMU4QS8,30.0,40.0,"""/m/07bjf,/m/09x0r""",Single-lens reflex camera | Speech
346,-kt1BF31gIY,0.0,5.0,"""/m/01yrx,/m/02yds9,/m/0jbk""",Cat | Purr | Animal
347,-kyuX8l4VWY,30.0,40.0,"""/m/03qtwd,/t/dd00135""",Crowd | Children shouting
348,-lBsO-dj_A4,50.0,60.0,"""/m/05zc1,/t/dd00077""",Pulleys | Mechanisms
349,-lFwchGSkes,30.0,40.0,"""/m/01z7dr,/m/04rlf""",Video game music | Music
350,-lK6DOYxQ6s,30.0,40.0,"""/m/04rlf,/t/dd00006""",Music | Synthetic singing
351,-lUCohWH9xg,29.0,39.0,"""/m/04rlf,/m/07r4wb8,/m/09x0r""",Music | Knock | Speech
352,-lYg4hm25hU,30.0,40.0,"""/m/04rlf,/m/07q4ntr,/m/07rwj3x,/m/09x0r""",Music | Bellow | Whoop | Speech
353,-lpK9Knsvz4,170.0,180.0,"""/m/03cl9h,/m/04rlf,/t/dd00125""","Ice cream truck, ice cream van | Music | Inside, small room"
354,-lw0uLmWjlE,240.0,250.0,"""/m/09x0r,/m/0ytgt,/t/dd00013""","Speech | Child speech, kid speaking | Children playing"
355,-m1eF1B0Qlk,50.0,60.0,"""/m/02rr_,/m/0342h,/m/04rlf,/m/07m2kt,/m/0g12c5""",Effects unit | Guitar | Music | Chorus effect | Distortion
356,-m5ZlWziIeA,200.0,210.0,"""/m/01hgjl,/m/02lkt,/m/03mb9,/m/04rlf""",Scratching (performance technique) | Electronic music | House music | Music
357,-mA_bqD1tgU,30.0,40.0,"""/m/04rlf,/t/dd00031""",Music | Happy music
358,-mB_XLq6g1g,30.0,40.0,"""/m/01kcd,/m/07gql""",Brass instrument | Trumpet
359,-mCvRi0gVE8,30.0,40.0,"""/m/04rlf,/m/07pws3f""",Music | Bang
360,-mFneOHpwak,270.0,280.0,"""/m/04rlf,/m/07rwj3x""",Music | Whoop
361,-mNbbwgUZtQ,140.0,150.0,"""/m/02mk9,/m/03p19w,/m/09x0r,/t/dd00128""","Engine | Jackhammer | Speech | Outside, urban or manmade"
362,-mOSWOiFpgY,490.0,500.0,"""/m/04rlf,/m/05fw6t,/m/07rrh0c""",Music | Music for children | Thunk
363,-mQR-O53mFE,100.0,110.0,"""/m/03qtwd,/m/053hz1,/t/dd00135""",Crowd | Cheering | Children shouting
364,-mRz2kEp0ho,30.0,40.0,"""/m/04rlf,/m/0dls3""",Music | Grunge
365,-mlRMOia7DU,70.0,80.0,"""/m/07bjf,/m/09x0r,/m/0dv5r""",Single-lens reflex camera | Speech | Camera
366,-nf_tbb2ixE,60.0,70.0,"""/m/02c8p,/m/07cx4,/m/09x0r""","Telephone dialing, DTMF | Telephone | Speech"
367,-o0ZtQIkM60,30.0,40.0,"""/m/04rlf,/t/dd00037""",Music | Scary music
368,-o31A9GCAlc,220.0,230.0,"""/m/04rlf,/m/0l14qv""",Music | Synthesizer
369,-oGhPs2S17Q,30.0,40.0,"""/m/04rlf,/m/07pws3f""",Music | Bang
370,-oP-XX28B0s,30.0,40.0,"""/m/04rlf,/m/0gywn""",Music | Soul music
371,-oSZw8b-vgU,30.0,40.0,"""/m/07r660_,/m/09x0r""",Giggle | Speech
372,-oSw8wNpLcY,60.0,70.0,"""/m/030rvx,/m/03kmc9""",Buzzer | Siren
373,-oYYvzarYDs,70.0,80.0,"""/m/07rknqz,/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv""","Skidding | Vehicle | Tire squeal | Car | Race car, auto racing"
374,-ockHs8mYQo,12.0,22.0,"""/m/07p6mqd,/m/09x0r""",Slosh | Speech
375,-ojOx7vd_yU,540.0,550.0,"""/m/0199g,/m/07yv9""",Bicycle | Vehicle
376,-orugG3hBr4,0.0,10.0,"""/m/04rlf,/m/07pws3f""",Music | Bang
377,-oxF9jhY94s,1.0,11.0,"""/m/01yrx,/m/068hy,/m/07r81j2""","Cat | Domestic animals, pets | Caterwaul"
378,-oxqoh8EgGw,30.0,40.0,"""/m/01hsr_,/m/04rlf,/m/09x0r""",Sneeze | Music | Speech
379,-p1M8lMslEg,20.0,30.0,"""/m/09x0r,/t/dd00065""",Speech | Light engine (high frequency)
380,-pBquWuzRwE,30.0,40.0,"""/m/02mk9,/m/07pb8fc,/t/dd00130""",Engine | Idling | Engine starting
381,-pZ1yJYSrhc,30.0,40.0,"""/m/04rlf,/m/06bz3""",Music | Radio
382,-peDsjbcA-0,40.0,50.0,"""/m/02p3nc,/m/09x0r""",Hiccup | Speech
383,-pjK2u3Qtxc,230.0,240.0,"""/m/028v0c,/m/09x0r,/t/dd00129""","Silence | Speech | Outside, rural or natural"
384,-pnursBn7wk,240.0,250.0,"""/m/02g901,/m/04rlf,/m/09x0r""","Electric shaver, electric razor | Music | Speech"
385,-pzwalZ0ub0,5.0,15.0,"""/m/02rhddq,/m/09x0r""",Reversing beeps | Speech
386,-q00WwEUOCs,190.0,200.0,"""/m/04rlf,/m/07s8j8t""",Music | Roll
387,-q1pzc3VMrg,60.0,70.0,"""/m/09x0r,/t/dd00112""","Speech | Crumpling, crinkling"
388,-qGd1JwYLbQ,30.0,40.0,"""/m/068hy,/m/07qf0zm,/m/07r_k2n,/m/07rc7d9,/m/0bt9lr,/m/0jbk""","Domestic animals, pets | Howl | Yip | Bow-wow | Dog | Animal"
389,-qJ-NY6wY3s,30.0,40.0,"""/m/0bt9lr,/m/0ghcn6,/m/0jbk""",Dog | Growling | Animal
390,-qdu3Aw0aNU,110.0,120.0,"""/m/015jpf,/m/09x0r""",Dial tone | Speech
391,-qokdAl50qg,90.0,100.0,"""/m/01h3n,/m/03vt0,/m/09f96,/m/09xqv,/m/0h2mp""","Bee, wasp, etc. | Insect | Mosquito | Cricket | Fly, housefly"
392,-qovh3DNoX0,160.0,170.0,"""/m/02c8p,/m/04rlf,/m/07cx4,/m/09x0r,/t/dd00125""","Telephone dialing, DTMF | Music | Telephone | Speech | Inside, small room"
393,-r1H8hBeYmw,21.0,31.0,"""/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk""","Cat | Domestic animals, pets | Meow | Caterwaul | Animal"
394,-r7iz-9v9bA,30.0,40.0,"""/m/04rlf,/t/dd00037""",Music | Scary music
395,-rAhS48FkYw,30.0,40.0,"""/m/0155w,/m/04rlf""",Blues | Music
396,-rIyGq-gIQw,180.0,190.0,"""/m/02l6bg,/m/09ct_,/m/09x0r,/m/0k5j""","Propeller, airscrew | Helicopter | Speech | Aircraft"
397,-rcidFeRlmo,120.0,130.0,"""/m/025wky1""",Air conditioning
398,-reNxUHvEl0,7.0,17.0,"""/m/07r67yg""",Ding-dong
399,-s9kwrRilOY,30.0,40.0,"""/m/02rhddq,/m/07r04,/m/07yv9""",Reversing beeps | Truck | Vehicle
400,-sRFfU8k0Zs,90.0,100.0,"""/m/04rlf,/t/dd00037""",Music | Scary music
401,-sSVQrnvyIk,30.0,40.0,"""/m/025td0t,/m/04rlf,/m/0l14gg""",Background music | Music | Soundtrack music
402,-skhG36uWM0,20.0,30.0,"""/m/01z5f,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0ghcn6""","Canidae, dogs, wolves | Domestic animals, pets | Speech | Dog | Growling"
403,-t1zgGxlhPM,290.0,300.0,"""/m/07hvw1,/m/07yv9,/m/0k4j,/m/0ltv""","Field recording | Vehicle | Car | Race car, auto racing"
404,-tJVvrXU9MA,230.0,240.0,"""/m/09ct_,/m/0k5j""",Helicopter | Aircraft
405,-tL4aWGx01s,30.0,40.0,"""/m/019jd,/m/03m9d0z,/m/0hsrw,/t/dd00092""","Boat, Water vehicle | Wind | Sailboat, sailing ship | Wind noise (microphone)"
406,-tVCMHW_Y4g,110.0,120.0,"""/m/023pjk,/m/04brg2""","Cutlery, silverware | Dishes, pots, and pans"
407,-t_n44IaDBw,0.0,10.0,"""/m/07c52,/m/09x0r""",Television | Speech
408,-tmY1GEH3_Y,30.0,40.0,"""/m/04rlf,/t/dd00035""",Music | Exciting music
409,-u5yvewHxzE,30.0,40.0,"""/m/04rlf,/m/07qn4z3""",Music | Rattle
410,-uBbPbRML3U,290.0,300.0,"""/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv""","Vehicle | Tire squeal | Car | Race car, auto racing"
411,-uCkr7KFkYg,160.0,170.0,"""/m/05zppz,/m/09x0r""","Male speech, man speaking | Speech"
412,-uIEWKSQ1z4,30.0,40.0,"""/m/09x0r,/t/dd00005""",Speech | Child singing
413,-uLJl3o_AZw,30.0,40.0,"""/m/04rlf,/m/0m0jc""",Music | Electronica
414,-uSlzn9oPQ4,20.0,30.0,"""/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038""",Rain | Thunderstorm | Thunder | Rain on surface
415,-uWB_lkFDhg,140.0,150.0,"""/m/06_y0by,/m/09x0r""",Environmental noise | Speech
416,-urYwYLrcMA,30.0,40.0,"""/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk""","Cat | Domestic animals, pets | Caterwaul | Animal"
417,-uuCV1W6jYk,80.0,90.0,"""/m/0239kh""",Cowbell
418,-uzavgbcJVA,6.0,16.0,"""/m/07qlf79,/m/09x0r""",Spray | Speech
419,-v1_upmXCwI,0.0,10.0,"""/m/07phxs1,/m/07qfgpx,/m/07rv4dm""","Ding | Jingle, tinkle | Clang"
420,-v423vsVOk8,150.0,160.0,"""/m/09x0r,/m/0dv3j,/t/dd00125""","Speech | Boiling | Inside, small room"
421,-v4LAt0pJXQ,30.0,40.0,"""/m/01m4t""",Printer
422,-v5GfNDLH2A,330.0,340.0,"""/m/0642b4""",Cupboard open or close
423,-v5hgCh3M2w,30.0,40.0,"""/m/04rlf,/t/dd00034""",Music | Tender music
424,-v9-b0vPRKU,30.0,40.0,"""/m/04rlf,/m/07rjzl8,/m/09x0r""",Music | Slam | Speech
425,-vUMGKGmNKE,50.0,60.0,"""/m/03cczk,/m/068hy""","Chewing, mastication | Domestic animals, pets"
426,-vmWpxQloGE,70.0,80.0,"""/m/015lz1,/m/04rlf,/m/07s8j8t""",Singing | Music | Roll
427,-vuxZZJlWS4,30.0,40.0,"""/m/04rlf,/m/05r6t""",Music | Punk rock
428,-w4HLksto_k,30.0,40.0,"""/m/01p970,/m/026t6,/m/0l14md""",Tabla | Drum | Percussion
429,-wMsOTnj0XE,340.0,350.0,"""/m/07qw_06,/m/09x0r""","Wail, moan | Speech"
430,-wVWjl9Kq6U,240.0,250.0,"""/m/0155w""",Blues
431,-wfRMEaJkRk,30.0,40.0,"""/m/012f08,/m/07rknqz,/m/07yv9,/m/0k4j""",Motor vehicle (road) | Skidding | Vehicle | Car
432,-wip6fvA10Q,19.0,29.0,"""/m/07pzfmf,/m/09x0r""",Crackle | Speech
433,-wuxmTVc7kM,170.0,180.0,"""/m/02qmj0d""",String section
434,-x2aAKUtNRw,30.0,40.0,"""/m/02mk9,/m/07yv9,/m/0k4j,/t/dd00066,/t/dd00130""",Engine | Vehicle | Car | Medium engine (mid frequency) | Engine starting
435,-x70B12Mb-8,30.0,40.0,"""/m/02rhddq,/m/07r04,/m/07yv9""",Reversing beeps | Truck | Vehicle
436,-xUhOdzwLtw,0.0,10.0,"""/m/04rlf,/m/07c52,/m/09x0r""",Music | Television | Speech
437,-xYBYEJ_O6w,10.0,20.0,"""/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr""","Railroad car, train wagon | Train horn | Rail transport | Train"
438,-xeYpMf97eU,180.0,190.0,"""/m/07pbtc8,/m/09x0r""","Walk, footsteps | Speech"
439,-xyxF0ahpKk,0.0,4.0,"""/t/dd00134""",Car passing by
440,-yERwTDWZuU,90.0,100.0,"""/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt""",Guitar | Music | Musical instrument | Chorus effect
441,-yJk74Vfs2s,30.0,40.0,"""/m/07pjjrj,/m/07rdhzs""","Smash, crash | Whack, thwack"
442,-yXsEIH3Tbg,110.0,120.0,"""/m/015lz1,/m/04rlf,/m/07q4ntr""",Singing | Music | Bellow
443,-yfGwGBVnlA,30.0,40.0,"""/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y""",Electric guitar | Guitar | Music | Musical instrument | Strum | Plucked string instrument
444,-ysNtKG8FlU,30.0,40.0,"""/m/01yrx,/m/068hy,/m/07qrkrw,/m/0jbk""","Cat | Domestic animals, pets | Meow | Animal"
445,-yvcu2zXj54,310.0,320.0,"""/m/09x0r,/m/0llzx,/t/dd00125""","Speech | Sewing machine | Inside, small room"
446,-z0muTLomL4,11.0,21.0,"""/m/07r4wb8,/m/09x0r""",Knock | Speech
447,-z0q4AgXQwo,30.0,40.0,"""/m/012f08,/m/07rknqz,/m/07yv9,/m/09x0r,/m/0k4j""",Motor vehicle (road) | Skidding | Vehicle | Speech | Car
448,-z47zN0YyE4,420.0,430.0,"""/m/012ndj,/m/03j1ly,/m/03kmc9""","Fire engine, fire truck (siren) | Emergency vehicle | Siren"
449,-z7B966NFRE,60.0,70.0,"""/m/01jt3m,/m/0838f""",Toilet flush | Water
450,-z7_vq6OYb0,30.0,40.0,"""/m/09x0r,/t/dd00006""",Speech | Synthetic singing
451,-zA6LL78KYU,120.0,130.0,"""/m/03qjg,/m/085jw""","Harmonica | Wind instrument, woodwind instrument"
452,-zBm-sH0vOk,50.0,60.0,"""/m/07rrlb6,/m/09x0r""","Splash, splatter | Speech"
453,-zOybsEdM5E,100.0,110.0,"""/m/02p0sh1,/m/04rlf""",Traditional music | Music
454,-zVKuWcCHpQ,0.0,4.0,"""/m/04rlf,/m/07c52""",Music | Television
455,-z_3aZqUmbw,120.0,130.0,"""/m/0d31p""",Vacuum cleaner
456,-zhDNCJ46Ls,30.0,40.0,"""/m/04rlf,/m/07pjwq1""",Music | Buzz
457,-zpL4Ut1clE,30.0,40.0,"""/m/016622""",Tubular bells
458,-zxrdL6MlKI,30.0,40.0,"""/m/02rhddq,/m/07r04,/m/07yv9""",Reversing beeps | Truck | Vehicle
459,0-3jSTs2Zsw,30.0,40.0,"""/m/04rlf,/m/07q0h5t,/m/09x0r""",Music | Bleat | Speech
460,0-DkUF7TnnI,60.0,70.0,"""/m/06mb1,/m/07r10fb""",Rain | Raindrop
461,0-FH0xbm4gQ,580.0,590.0,"""/m/02z32qm""",Fusillade
462,0-bqcP2usR4,30.0,40.0,"""/m/04rlf,/m/06h7j,/m/09x0r""",Music | Run | Speech
463,0-fd-lvizrY,30.0,40.0,"""/m/015lz1,/m/01swy6,/m/04rlf""",Singing | Yodeling | Music
464,0-rNk6mnMCA,30.0,40.0,"""/m/025wky1""",Air conditioning
465,00M9FhCet6s,100.0,110.0,"""/m/015lz1,/m/04rlf,/m/06rqw""",Singing | Music | Ska
466,00W1lcxW-WU,40.0,50.0,"""/m/0l156k""",Whistle
467,00mE-lhe_R8,16.0,26.0,"""/m/07qdb04""",Quack
468,0150dZu3Na8,0.0,8.0,"""/m/02zsn,/m/09x0r""","Female speech, woman speaking | Speech"
469,01B907_Gyys,160.0,170.0,"""/m/01v_m0,/m/0hdsk""",Sine wave | Chirp tone
470,01PzcPKT3_E,30.0,40.0,"""/m/01kcd,/m/07c6l""",Brass instrument | Trombone
471,01bTS8O2Xnc,18.0,28.0,"""/m/01hnzm,/m/04rlf""",Ringtone | Music
472,01hjVJN9xCg,30.0,40.0,"""/m/04rlf,/m/0l14jd,/t/dd00003,/t/dd00006""",Music | Choir | Male singing | Synthetic singing
